7.281861047460137515e-01,1.546925696237982928e-01,7.325516687239811420e-01,6.939965090690888294e-01,5.640131051825858499e-02
2.423843472379075825e-01,8.440999723462297988e-01,5.778090988182422727e-01,6.790212842838805329e-01,5.019528879463457383e-01
7.295226100931684332e-01,7.481062003003915439e-01,6.797746408949023600e-01,3.565522793389572787e-01,6.710536834597941036e-01
7.706202417255449966e-01,1.144037441632277385e-01,4.677993185317830260e-02,6.483242845395735809e-01,2.735490526883130880e-01
6.188122987341568848e-01,3.318021371842082567e-01,1.872878677739272524e-01,7.562384740190409849e-01,3.288347983365966787e-01
7.849580941321159244e-01,9.106823491056886821e-01,7.081201035127032695e-01,9.592254289504146270e-01,4.911495864404646916e-03
1.451107857376627841e-01,8.966845977360148323e-01,8.963222346125225837e-01,7.262715366744776357e-01,2.362719909120932771e-01
9.450690681186655340e-01,2.884590505951757367e-01,9.788057635601996598e-01,9.616555869902994047e-01,5.980159363909762771e-01
1.257201550301987325e-01,8.627246921598651364e-01,2.854433223105978801e-02,2.466052719305281693e-01,7.512062409044311106e-01
7.575943553544202125e-01,3.558314149155300532e-01,1.652289968556364119e-02,4.342072049866272376e-01,1.124330443582503003e-01
5.367969034860785582e-01,3.087809072394932519e-01,4.118792850649223292e-01,3.882251767180739943e-01,5.225283039122705642e-01
9.577396688833609284e-01,2.356685723247081699e-01,9.914584955722227644e-02,1.568059338564619098e-01,7.131737310621111270e-02
6.293078953337720716e-01,8.034836781013849905e-01,8.114084389735913838e-01,4.561318577944961650e-02,1.106244619896795678e-01
2.173530766379638823e-02,4.280842403190724399e-01,8.359394371193622497e-01,4.894886594464341600e-01,5.110817347202469829e-01
4.393442638884286211e-01,6.989238329035616371e-01,4.268202222118265832e-01,1.094760850521969697e-01,8.778884681100684872e-01
2.589055738489062231e-01,7.936777082611536915e-01,6.421139049230901730e-01,1.966734640138457779e-01,5.931031767504579832e-01
4.321659328846982895e-01,7.156178127534056355e-01,3.418191030223866056e-01,7.049998807959095837e-01,6.149618447218453410e-01
7.828798232609253116e-01,5.363358585071114071e-01,4.432835567472583893e-01,8.596998258165415852e-01,1.032599067552786298e-02
9.217761980413874401e-01,9.318712161635005486e-01,4.148763697645736492e-01,5.950572655783100684e-01,7.356256864317131106e-01
1.266789170613756843e-01,2.914703014984706408e-01,6.452847667069161464e-02,6.805146028541535497e-01,8.928191910587880420e-01
5.999999999999999778e-01,4.000000000000000222e-01,2.000000000000000111e-01,8.000000000000000444e-01,4.000000000000000222e-01
4.243060000000000165e-01,2.976019999999999777e-01,5.110900000000000443e-01,7.323589999999999822e-01,1.505090000000000039e-01
6.335039999999999560e-01,2.639659999999999784e-01,5.485640000000000516e-01,7.534159999999999746e-01,1.803289999999999893e-01
1.331370000000000053e-01,1.175400000000000056e-01,5.124619999999999731e-01,8.698519999999999586e-01,4.375699999999999729e-02
2.923729999999999940e-01,5.551549999999999541e-01,2.758669999999999733e-01,9.287729999999999597e-01,1.853499999999999939e-02
3.878199999999999981e-01,3.240199999999999747e-01,5.020459999999999923e-01,5.475999999999999757e-01,2.610000000000000015e-04
4.543130000000000224e-01,3.066299999999999928e-02,9.575829999999999620e-01,8.499419999999999753e-01,5.135800000000000087e-02
5.606069999999999665e-01,3.799799999999999706e-02,5.558459999999999512e-01,9.222620000000000262e-01,8.483400000000000662e-02
5.677200000000000024e-01,1.413689999999999947e-01,9.017159999999999620e-01,6.243509999999999893e-01,3.890879999999999894e-01
4.846730000000000205e-01,4.425430000000000197e-01,6.344429999999999792e-01,7.814769999999999772e-01,1.522500000000000069e-02
5.924749999999999739e-01,3.922939999999999761e-01,9.463759999999999950e-01,8.847150000000000292e-01,2.863999999999999879e-02
2.576169999999999849e-01,2.678150000000000253e-01,6.770289999999999919e-01,8.986640000000000184e-01,1.489290000000000058e-01
