8.969810543559718630e-01,7.256279703482243493e-01,1.754043089024115432e-01,7.016943693717496711e-01
8.893563957199797088e-01,4.995878553769650399e-01,5.392688577643430792e-01,5.087834390633533266e-01
2.509462427523342365e-01,3.369313054735356694e-02,1.453800247355214736e-01,4.949324205649785480e-01
3.469620609143241330e-01,6.250400244917853065e-03,7.605636064368955784e-01,6.130235572343077921e-01
1.248711812207095040e-01,1.297701930651067315e-01,3.844004830013033613e-01,2.870761010606127650e-01
8.013027073487428709e-01,5.002310937156626558e-01,7.066445599562093394e-01,1.951028410119162171e-01
2.477082618994806973e-01,6.044542732198976420e-02,4.218634513719776713e-02,4.413242505440315711e-01
7.467022420948025152e-01,7.570915044306500974e-01,3.693530595537917183e-01,2.065662810376639458e-01
4.006650271944229846e-01,7.257425107127335462e-02,8.867682538447797524e-01,2.438422897892271735e-01
6.260705961944015296e-01,5.867512592598440602e-01,4.388057821707446182e-01,7.788576937904925224e-01
9.571352930644363433e-01,5.976443830130996338e-01,7.661138515714809305e-01,7.762099053238541435e-01
7.328124260168783488e-01,1.452499789735880453e-01,4.768127176311528492e-01,1.333657340458458407e-01
6.551154792459779053e-01,7.239182690482326432e-02,6.871517458198465045e-01,8.151656419033015410e-02
2.197344291591429855e-01,8.320313351480581598e-01,4.828641624528299259e-01,8.256923057524456766e-02
4.885941895035663673e-01,2.119650955674609039e-01,9.391779073552306567e-01,3.761917259037199646e-01
1.671304855605877382e-01,8.765545582566224292e-01,2.172395449669286549e-01,9.598009845510594440e-01
2.169111881125571628e-01,1.660858289789893805e-01,2.413722563908359264e-01,7.700624756956357952e-01
3.874878367172539528e-01,8.045322581845358867e-01,7.517954827501872606e-01,7.238274385488449036e-01
9.856218929694016140e-01,6.669326785131365343e-01,1.567832825295876198e-01,8.565348006982441698e-01
3.782482853334601103e-02,6.648533464557935257e-01,1.619821750221553947e-01,2.539237802262948041e-01
6.834863848727071867e-01,9.027701030814778704e-01,3.354198256002017819e-01,9.994825612275691773e-01
1.703473054043090906e-01,7.569590826298484565e-01,2.765204860603998060e-01,5.312314975365981518e-01
8.596569193380880769e-01,9.195923219593923337e-01,2.061387278543614920e-01,9.779683100452252198e-02
2.821383681927751574e-01,5.059869120612994209e-01,5.305308425014073626e-01,9.630162301775335720e-02
3.260757847990565228e-01,4.723669036587071490e-01,4.531919956012958606e-01,1.058873384302587706e-01
9.483893624466844807e-01,8.945130079782345200e-01,8.516378174441099347e-01,5.521962863978067126e-01
6.649553897315405582e-01,4.656627674464963729e-02,1.167774693876801884e-01,7.937177796214518466e-01
5.777656143780968145e-01,4.287717415443063063e-01,4.258258674882193784e-01,2.490074146619113415e-01
7.386130139763387170e-01,4.821026343612022647e-01,7.093664425017454089e-01,5.039700138908560501e-01
8.548107967633890025e-01,4.939646196379057219e-01,7.353099749980350763e-01,8.080920126683309723e-01
4.444440000000000057e-01,4.444440000000000057e-01,3.333329999999999904e-01,4.444440000000000057e-01
3.715550000000000241e-01,4.437079999999999913e-01,3.909909999999999775e-01,4.416359999999999730e-01
4.790349999999999886e-01,6.616670000000000051e-01,4.709969999999999990e-01,4.141719999999999846e-01
4.815749999999999753e-01,4.198549999999999782e-01,2.659739999999999882e-01,3.774970000000000270e-01
3.449789999999999801e-01,4.428300000000000014e-01,4.091299999999999937e-01,4.115139999999999909e-01
3.209890000000000243e-01,4.481330000000000036e-01,4.755530000000000035e-01,4.704189999999999761e-01
3.600929999999999964e-01,4.216639999999999833e-01,3.158839999999999981e-01,4.288310000000000177e-01
3.602940000000000031e-01,4.262040000000000273e-01,3.011030000000000095e-01,3.665329999999999977e-01
3.284630000000000050e-01,4.924379999999999868e-01,3.445779999999999954e-01,4.008749999999999813e-01
