6.049944525146120355e-01,2.922150195593272715e-01,9.084527476191498474e-01,3.555062419884913449e-01,2.016687192685087116e-01,5.753380052826150282e-01,3.103109513417007248e-01,7.342813769904157351e-01
1.780069588998260954e-01,5.662226539934581693e-01,9.948618446498820322e-01,2.103250060528741860e-01,3.201526568994504940e-01,7.079087917386543971e-01,6.353844889334020474e-01,1.071316266051804966e-01
9.076976680729043068e-03,8.116261525080638028e-01,5.205203597642096280e-01,7.568667521428251721e-02,2.651118251498523204e-01,9.165168939924983604e-02,5.924151454340054190e-01,3.673202621902793563e-01
5.060281642263985136e-01,6.537301230139241914e-01,3.634107791850698099e-01,1.779810485319057722e-01,9.372830436573298396e-02,1.974253305870868891e-01,7.558269002800701575e-01,2.924723386565908356e-01
3.599092642495874683e-01,2.490756790115513652e-01,4.959971701962456736e-01,7.092149805738630075e-01,1.149871946519400723e-01,2.892069208178650319e-01,5.572951508023158418e-01,5.938817262561549848e-01
7.788183442411030777e-01,3.419499484064614236e-03,3.379831296954994846e-01,5.195277781785283544e-01,8.209069931953403287e-01,5.372466890767038095e-01,5.513470979709983455e-01,6.600320863046285069e-01
9.086493218407410977e-01,6.224969981914241224e-02,2.382595456226729302e-01,7.666035450099409898e-01,1.323359623542700314e-01,9.902438143772585022e-01,6.880678220467985051e-01,7.424959411204976600e-01
5.863714436772039518e-01,8.807357258320966942e-01,7.450207519799245670e-01,5.460348489242288217e-01,9.648877991745852256e-03,7.489917632937029834e-01,2.309070697002280070e-01,9.791562279072463237e-02
7.611373255704504404e-01,8.546723899752729503e-01,3.821243305126352796e-01,3.373519833714853089e-01,6.897083204676572876e-01,3.098530521281139816e-01,6.313796832481014532e-01,4.195606945702323731e-02
9.849332023684456150e-01,6.995062575105169822e-01,9.988854968558359415e-01,1.801484564734902039e-01,5.801431474590741377e-01,2.310871907181264451e-01,4.908269360401672499e-01,3.136827199071327010e-01
1.120713135258371018e-01,4.377356632709851203e-01,5.965987845349813856e-01,5.927756332692748487e-01,2.269817702642158430e-01,4.101045185791519776e-01,9.212375769715897000e-01,6.747527590271146236e-01
7.918875083599707931e-01,5.761913364959048156e-01,6.945283586256250086e-01,2.834237819617861920e-01,1.367554607912200293e-01,2.791618612905221175e-01,8.427672639356421636e-01,6.253279221470335880e-01
1.435502957730919738e-01,9.374145150809792826e-01,2.323248181845174454e-01,9.043485399991335605e-03,4.145789302289685230e-01,4.093251687604175793e-01,5.537785219652757718e-01,2.058408004203067243e-01
7.699165478399272455e-01,4.587590881725689407e-01,5.590004449351031468e-01,6.946044409635028227e-01,5.031990218946366111e-01,7.283463833634244988e-01,7.842535335112030825e-01,6.631310870647314504e-01
5.644741106561168564e-02,6.595555344270986886e-02,2.292867798954412173e-02,3.878647235911114599e-02,4.039354405187772779e-01,8.010553292222438726e-01,4.883070069129935575e-01,8.930849765397529394e-01
8.624374451956370313e-01,4.827338218170769135e-01,2.818693975258007578e-01,5.441022269610360507e-01,8.874902597447281716e-01,3.826546933826803221e-01,6.019019931738883722e-01,4.764616899383671278e-01
3.515119035541264259e-01,5.900649415627212679e-01,9.094363038223952644e-01,6.784083544886466699e-01,2.128256556876613192e-01,8.846038028280966969e-02,4.101529952003363233e-01,1.957242918052193303e-01
7.359036382606750637e-01,3.461188946704374381e-02,7.280302688140585232e-01,1.474265221762522948e-01,2.957431391112740338e-01,4.451173080932173676e-01,9.751796858332948403e-01,3.743397838275308587e-01
6.802939736172951557e-01,2.551046463457627977e-01,8.621879852983879156e-01,1.343958209507313262e-01,3.263292003246011097e-01,2.879068708943219868e-01,4.350104839414024038e-01,3.642001263818674950e-01
4.432925321785763373e-02,1.358148717602380984e-02,2.581982401822517925e-01,5.776441629885443740e-01,5.127992296505523573e-02,1.585630712695217381e-01,5.910301241317101884e-01,7.795293354499288618e-02
7.783454804473839417e-01,7.511456516949558404e-01,3.141422083487449557e-01,9.029857747482918917e-01,3.353816563039565546e-01,3.863226690497419957e-01,7.489724863409534805e-01,9.887551042522276790e-01
8.988871113809896451e-01,5.236417047300063743e-01,8.767832549791625407e-01,2.186964490754307322e-01,9.002608939612980476e-01,2.827662445601578645e-01,9.110779101373850386e-01,4.723982183384872746e-01
1.451202858119098327e-01,1.193275403406854895e-01,4.208882244785323579e-01,3.876086068404240859e-01,1.554228325885801398e-01,8.751716260875119779e-01,5.105596718475362561e-01,7.286105792079107246e-01
3.389544186938737713e-01,5.669320176320150617e-01,3.767510983112072331e-01,9.891572897581479840e-02,6.594516874356163294e-01,2.455480896584767425e-01,7.624827837090847327e-01,7.321534670964161551e-01
1.761500180844320917e-01,2.939614278857575203e-01,9.756799659722834583e-01,7.939363059928645772e-01,9.234007619715961512e-01,3.084229376060643180e-02,8.032545236530581612e-01,5.958975826419102839e-01
2.894663021127619196e-02,2.827905775516104114e-02,4.813715545782372152e-01,6.131746000769194849e-01,6.726604483911784449e-01,2.211340687605889421e-02,6.014833018831926559e-01,5.248850529741089233e-01
1.926398677800527093e-01,6.306772792454518051e-01,4.167958365821344824e-01,4.905292886361583005e-01,7.960860234515074740e-01,6.545670649893543525e-01,2.762411926390951900e-01,2.955175859389456150e-01
9.431850170305945413e-01,2.188506183239692371e-01,7.211840813949316198e-01,4.245970723655929646e-01,9.869019996329290167e-01,5.351829837918637978e-01,7.147431768271227392e-01,9.600937201978069213e-01
5.327214008005816126e-01,8.336925970506040562e-01,7.139900368041063317e-02,1.168114830026653062e-01,7.306931104302236690e-01,9.373755913975306830e-01,8.665079814513606538e-01,1.279019988747922554e-01
4.470958412516257141e-01,8.439525266607225129e-01,7.295461151130483435e-01,6.391513777644109995e-01,4.092871365603365508e-01,1.326456941260476530e-01,3.590887616954385742e-02,4.468384701202149367e-01
3.822249652977015577e-01,5.571358370391387149e-01,8.531016337098966673e-01,3.337956919486314566e-01,2.657212718920154426e-01,4.808729162150688907e-01,2.376470623766298029e-01,7.686319560230625569e-01
5.328195296846364171e-01,8.623084840156144404e-01,5.382671189143974910e-01,4.944293492608675678e-02,7.197011888487515607e-01,9.067058988219780513e-01,1.082309432918574510e-01,5.253479127137089533e-01
3.948651871629735854e-01,3.318016662036826769e-01,7.407543009490176189e-01,6.978617248875725876e-01,7.374044390612047861e-01,7.837768101825778322e-01,2.544954605733616981e-01,8.711455102767412528e-01
9.859453896331098477e-01,8.730536287240491244e-01,7.039261939150476266e-02,5.358729270021256319e-02,7.341529580878640715e-01,5.202585217083345315e-01,8.110400448115301364e-01,1.033603647940677384e-01
9.645733864975784000e-01,9.739797874919708942e-01,6.637533509433914958e-01,6.622159916285258463e-01,6.731216722333908109e-01,9.052376239539362546e-01,4.588746239725060017e-01,5.609175023390676751e-01
4.720707085279980397e-01,1.682026449825795300e-01,8.642756615940228038e-02,4.526555127426330483e-01,4.806192202688024384e-01,6.224394886935388227e-01,9.289744624151505814e-01,1.125362671936406267e-01
8.560069525692569625e-01,6.388937043419630202e-01,3.261920222578773565e-01,6.685031149075510992e-01,2.402983690827554808e-01,2.102988903076740135e-01,1.675463622020051391e-01,9.635898631514271395e-01
