2.726238220336932860e-01,3.244953623087271088e-01,8.971088103082925924e-01,8.329511521103057925e-01,1.540626853924547124e-01,7.958636234722036296e-01
5.430025769847713901e-01,9.246939036961066005e-01,3.415674591580987185e-01,6.464858491139559016e-01,7.184403268342174353e-01,3.431326637293590220e-01
9.083224802375333695e-02,6.615293817682490474e-01,6.593091063871059365e-02,2.585770079605848037e-01,9.634528513541344985e-01,6.402653979255965577e-01
1.188669748729491715e-01,6.150549401610158062e-01,9.058163852083279677e-01,8.553003035780178953e-01,4.136314287945350721e-01,5.852356278450974170e-01
6.302176411815950674e-01,8.380968963061266042e-01,6.800130516496496469e-01,7.318950900926644021e-01,5.267367145175406717e-01,3.484292133580069173e-01
7.649191728046693672e-01,2.558829170119807372e-01,6.090842238764526684e-01,2.180790418950807608e-01,3.229427691734139128e-01,9.579365511638071595e-02
5.789554197138524483e-02,4.916722186390136695e-01,2.474222237486748410e-01,2.181184363983763586e-01,4.204283295460158332e-01,7.309698428701273398e-01
1.952518811346716232e-01,7.922665059137423693e-02,5.545804616685562349e-01,1.705668196824058347e-01,1.494417642929235512e-02,1.070317101032337570e-01
6.423029815827472344e-01,8.368745468225557982e-01,2.179269148586082672e-02,1.014880095386535563e-01,6.830708282995157088e-01,6.924164003473480822e-01
7.899425542216801377e-01,1.955450052633577185e-01,5.756233261057669415e-01,7.365918727355968976e-02,2.590491743381623246e-01,5.109986421364298703e-02
5.284973277361469934e-01,4.574243553412764562e-01,3.600956902472011167e-01,3.620455063942089602e-01,8.168909784453007861e-01,6.374763663139538794e-01
7.226152153368090580e-01,1.181283670867627755e-02,6.364591290841192794e-02,1.651731060371132154e-01,7.924414600207474457e-02,3.599516573745739079e-01
7.566492120321199888e-02,3.345021188695649350e-01,1.327327373482277695e-01,6.083123613447988243e-01,9.183859177326256784e-01,8.223307855119825760e-01
9.424508393797228489e-01,3.774396214241422243e-01,4.861223262441836113e-01,2.287910830613805180e-01,8.263174710408516255e-02,7.119575508609556902e-01
1.486470213912621796e-01,3.394336343938997302e-02,7.288056495692345482e-01,3.160664556651586743e-01,2.176938275066919726e-02,5.169177573453840324e-01
8.171123887819559117e-01,5.481682308981320473e-01,1.033475776705327087e-01,1.243695458124163267e-01,7.282348211044534780e-01,4.496736121668912789e-01
4.176262927182320395e-01,6.409998138921868538e-02,2.456687739007659133e-01,5.590407960737908688e-01,1.915313840384432753e-01,2.546409230877972885e-01
7.262856636678173272e-01,4.648958052588100243e-01,9.245705141349380707e-01,8.072453951375759829e-01,6.354383951825947063e-01,1.434178743844922721e-01
3.198104328384901995e-01,5.200975875848200536e-01,2.906777543222766047e-01,8.767066778579525321e-01,4.950346891082851863e-01,6.190824996433428318e-01
8.798712775855185297e-01,3.979619901837961882e-01,3.634564829635755778e-03,9.569906396679157545e-01,2.645137325084310209e-01,1.148692413930539891e-01
5.412407804594590033e-01,6.314031426898205623e-01,3.190204632766469039e-02,4.499815599100048802e-01,7.986528164952385600e-01,6.337042906107708262e-01
2.263479213215623398e-01,1.150258139009348035e-01,8.247496553939903663e-01,9.453837248568000007e-01,9.053115276317740268e-01,9.510139152470551416e-01
6.868525698557913506e-01,4.101720778165307557e-02,7.573010669658097882e-03,2.850089958322135075e-01,6.915684836560828108e-01,6.555428970136261135e-01
1.759775366488313120e-01,6.244164970552419369e-01,2.955419835222590219e-01,4.695527590211096003e-01,9.776977047772617002e-02,7.281410813045497976e-01
8.816467367680776990e-01,2.044501883591619551e-01,4.144743585192156576e-01,4.203846784242615264e-01,2.649150148174026498e-01,7.306601868760868035e-01
6.661051056630118428e-02,5.280450659529847268e-01,8.160951953117403512e-01,9.610171372277223067e-01,8.650933371690394669e-02,7.777882160330215067e-01
9.324663796298104934e-01,4.888118879321913246e-01,2.586077417635340714e-01,9.562434362289865541e-01,1.904278104244965242e-01,5.198517579933358279e-01
8.468669651542917176e-01,1.424291716485143189e-01,6.066858978098743638e-02,7.562921279692765841e-01,5.523982951979418132e-01,8.130608715208897941e-02
8.062820836261164192e-01,3.241223746901363834e-01,7.260760130795909095e-01,1.487121315410434574e-01,7.193764014954694419e-01,3.628839783884743042e-01
4.768231286900886934e-01,3.409419502762440768e-01,1.433523241732315157e-02,8.801395630913645407e-01,9.986546964586872077e-01,7.966401857323779367e-02
0.000000000000000000e+00,3.333329999999999904e-01,3.333329999999999904e-01,3.333329999999999904e-01,3.333329999999999904e-01,6.666670000000000096e-01
5.218999999999999681e-03,2.594380000000000019e-01,5.189279999999999449e-01,3.145669999999999855e-01,2.761390000000000233e-01,7.361649999999999583e-01
1.611539999999999917e-01,2.864079999999999959e-01,4.012220000000000231e-01,2.899169999999999803e-01,2.974879999999999747e-01,6.096219999999999972e-01
2.182189999999999963e-01,1.022320000000000034e-01,4.368029999999999968e-01,1.348290000000000044e-01,3.983590000000000186e-01,7.272110000000000518e-01
3.178199999999999775e-02,2.530189999999999939e-01,3.103650000000000020e-01,1.834540000000000060e-01,2.165610000000000035e-01,5.429479999999999862e-01
1.650709999999999955e-01,2.518850000000000255e-01,5.113879999999999537e-01,2.799940000000000206e-01,2.541209999999999858e-01,9.052540000000000031e-01
3.598959999999999937e-01,6.765599999999999392e-02,2.329229999999999912e-01,2.916179999999999883e-01,7.291999999999999871e-03,9.912389999999999812e-01
