1.914470844571281027e-01,3.819337135150802087e-02,6.074178108720669211e-01,4.145841369758819228e-01
7.586529492430260646e-01,5.365177380716337208e-01,6.560003817255494196e-01,3.603415530292175539e-01
4.383498726531087630e-01,8.043397048222796775e-01,2.102452663986996706e-01,1.512948160943209386e-01
7.060508340594309207e-01,5.341919611519633238e-01,2.642433451718952941e-01,4.820875490370939431e-01
8.364779930351232684e-01,1.936096468617800603e-01,6.638926969585176030e-01,7.856488828898288146e-01
6.834322498676914659e-01,1.186626417884907303e-01,8.290459096967396357e-01,5.675766059352312931e-01
5.536214795168240554e-01,6.673499787364745028e-01,3.238058191550842180e-01,8.148697537245304101e-01
3.523562694659523320e-01,3.222415319718313631e-01,1.169793675885731910e-01,4.731125215557708819e-01
1.537857059438134666e-01,7.293816904129607481e-01,4.225984366784806268e-01,4.430741656488165203e-01
4.634422673852829355e-01,6.300245101467289999e-01,1.079064558186504375e-01,9.576438986701130140e-01
6.774911484129012562e-01,3.585095065455117247e-01,4.795922244652951472e-01,7.288048110014078151e-02
5.839734124984878871e-01,1.472426461525712105e-01,3.480974620935275432e-01,4.286146510285498978e-01
3.068887187315784137e-01,3.168781265532129021e-01,6.226344812966896347e-01,9.539905810631732486e-02
5.111417749497505492e-01,8.179569972191587102e-01,7.287104181315311457e-01,1.123536230961303950e-01
4.389333758453766166e-01,7.740917616539318979e-01,3.781670863874171395e-01,9.336962068154219807e-01
2.241890233028834833e-01,8.464804904862863744e-01,8.794841797090803270e-01,8.785156842249730591e-01
7.252617231526986563e-01,4.798704862952277717e-01,8.894684260658514141e-02,7.597602201100938091e-01
3.554816095006123611e-01,6.396193667117060500e-01,4.176176788641453586e-01,1.226038396713360346e-01
1.198792258242810105e-01,8.625403059525095228e-01,6.433313263318788389e-01,8.498038287021323356e-01
1.268846700785032366e-01,1.534296212513496238e-01,7.701621875802430184e-01,1.905181050957739375e-01
3.333329999999999904e-01,7.777779999999999694e-01,1.000000000000000000e+00,8.888890000000000402e-01
4.772199999999999775e-01,5.845080000000000275e-01,9.807099999999999707e-01,9.987909999999999844e-01
4.480169999999999986e-01,7.003289999999999793e-01,8.771849999999999925e-01,9.318680000000000296e-01
3.572399999999999881e-02,5.547530000000000516e-01,9.826500000000000234e-01,9.885380000000000278e-01
3.572399999999999881e-02,5.547530000000000516e-01,9.826500000000000234e-01,9.885380000000000278e-01
1.593650000000000067e-01,1.783500000000000085e-01,9.841050000000000075e-01,9.779379999999999740e-01
4.221170000000000200e-01,9.881100000000000438e-01,9.969869999999999566e-01,9.778149999999999897e-01
2.983589999999999853e-01,3.339899999999999813e-02,6.633769999999999945e-01,9.762960000000000527e-01
2.268999999999999906e-01,9.656019999999999603e-01,9.791480000000000183e-01,9.982199999999999962e-01
7.180609999999999493e-01,9.629010000000000069e-01,8.857120000000000548e-01,9.923180000000000334e-01
9.972659999999999858e-01,9.906279999999999530e-01,8.819190000000000085e-01,9.775000000000000355e-01
8.751459999999999795e-01,9.447269999999999834e-01,9.549429999999999863e-01,9.572910000000000030e-01
9.866230000000000278e-01,9.533570000000000100e-01,9.924060000000000104e-01,9.775249999999999773e-01
